"Sr.No.","District","Name of the College,Full Address with Pin Code","LocationRural ®Urban(U)","Year ofEstablish-ment","Type ofCollege forMen only(M)For Womenonly(W)Co-education(CE)","Coursesoffered inthe CollegeUp toBachelorDegree(UG)Up toMasterDegree(PG)Or above","Whetherrecognized by theUGCunderSection2(f)&12B",Course Conduced
1.,2.,3.,4.,5.,6.,7.,8.,9.
1,Pune,"Deccan Education Society’sFergusson College,(Arts, Science)Deccan, Pune – 411 004.Ph.No.020-25654212/25675960E.Mail: office@fergusson.edu(ID.NO.PU/PN/AS/02/1885)",U,1885,MW,"UG, PG",,"B.A., B.A-Music., B.Sc.,B.Sc.-Computer Science,B.Sc-Bio-technologyB.Sc-EnvironmentalScience,B.Sc- Microbiology,Vocational ElectronicEquipment maintenance,Vocational StillPhotography andAudiovisual,Vocational BiotechnolgyM.A-English, Marathi,Economics,Psychology,M.Sc- Org Chemistry,Analytical Chemistry,Bio-Chemistry,M.Sc.Tec.Ind.Maths,"
13,Pune,Modern Education Society’s,U,1969,MW,"UG,PG","B.Com.,"
"",,Ness  Wadia College of,,,,,B.Com-(Language
"",,Commerce,,,,,Arabic & Persian)
"",,"19, Late. Prin. V.K. Joag path",,,,,"B.B.A.,B.B.M"
"",,Pune – 411 001,,,,,P.G. Diploma in- Banking
"",,Ph. No. 020-,,,,,"Finance,  Internationl"
"",,26167024/26163149,,,,,"Business, Taxation Laws,"
"",,(ID.NO:PU/PN/C/021/1969),,,,,Certificate Course in Traval
"",,,,,,,"& Tourisum management,"
"",,,,,,,M.Com
14,Pune,Progressive Education Society’s,U,1970,MW,"UG,PG","B.A., B.Com., B.Sc.,"
"",,"Modern College of Arts, Science",,,,,"B.Sc-Microbiology,"
"",,"& Commerce,",,,,,"B.Sc-Bio-technology,"
"",,"Shivajinagar, Pune – 411 005.",,,,,B.Sc-Voacational Bio-Tec
"",,PhNo. (020)25535927/25535102,,,,,B.Sc.- Computer Science
"",,,,,,,"MA.- English, Marathi,"
"",,(ID.NO:PU/PN/ASC/022/1970),,,,,"Economics, Psycology,"
"",,,,,,,Geography
"",,,,,,,"M.Sc-Botany, Physics,"
"",,,,,,,"Zoology, Analytical"
"",,,,,,,"chemistry,Microbiology,"
"",,,,,,,"Geography, Electronic,"
"",,,,,,,"Bio-Technology, Statistics"
"",,,,,,,M.Sc - Computer Science
"",,,,,,,M.C.A
"",,,,,,,"M.Com.,"
15,Pune,Anjuman Khairul Islam’s,U,1970,MW,"UG,PG","B.A., B.Com., B.B.A,"
"",,"Poona College of Arts, Science",,,,,"B.C.A , B.Sc-Computer"
"",,"and Commerce, Shankarsheth",,,,,"Science, MA- English,Urdu,"
"",,"Road, Pune-411001.",,,,,"Economics, M.Sc.-Organic"
"",,Ph.No. 26454240,,,,,"Chemistry, Electronic,"
"",,Fax No. (020)-26453707,,,,,"Zoology,Computer Science"
"",,(ID.NO:PU/PN/ASC/023/1970),,,,,"(MCS), M.Com."
16,Pune,St. Vincent College of,U,1970,MW,"UG,PG","B.Com.,  M.Com."
"",,Commerce,,,,,
"",,( Night),,,,,
"",,"2004 , St. Vincent Street,",,,,,
"",,Pune – 411 001.,,,,,
"",,Ph.No.020-26351162,,,,,
"",,(ID.NO:PU/PN/C/024/1970),,,,,
17,Pune,Pune Jilha Shikshan Mandal’s,R,1970,MW,"UG,PG","B.A., B.Com., B.Sc.,"
"",,Annasaheb Waghire College of,,,,,B.Sc - Computer  Science
"",,"Arts, Science & Commerce,",,,,,"MA- Marathi, Hindi,"
"",,"Otur,  Tal – Junnar ,",,,,,M.Com.
"",,Dist .Pune – 412 409,,,,,M.Sc- Organic Chemistry
"",,(ID.NO:PU/PN/ASC/025/1970),,,,,
"",,,,,,,
"",,,,,,,
18,Pune,J.T.S.S.P  Mandal’s,R,1970,MW,"UG,PG","B.A., B.Com., B.Sc.,"
"",,Shri Shiv Chhatrapati College of,,,,,"B.B.A., B.C.A.,"
"",,"Arts, Science &  Commerce,",,,,,"MA- English, Marathi,"
"",,"Bodkenagar, Junnar",,,,,"Politics,"
"",,Dist. Pune- 410 502,,,,,"M.Com.,  M.Com-"
"",,Ph.No.(952132)-222094/223689,,,,,"(E. Commerce)., M.C.A-"
"",,(ID.NO:PU/PN/ASC/026/1970),,,,,"(Commerce).,"
"",,,,,,,M.Sc-Organic Chemistry
"",,,,,,,
"",,,,,,,
19,Pune,Pune Jilha Shikshan Mandal’s,U,1971,MW,"UG,PG","B.A., B.Com., B.Sc.,"
"",,Annasaheb Magar,,,,,"B.Sc. Computer Science,"
"",,Mahavidyalaya,,,,,"B.B.A., B.C.A, B.B.M"
"",,"(Arts, Science and Commerce),",,,,,"MA.- Marathi, Hindi,"
"",,"Hadapsar, Pune-411028.",,,,,"Economics,"
"",,Ph.No. 020-26990376,,,,,"M.Sc.-Organic Chemistry,"
"",,(ID.NO:PU/PN/ASC/029/1971),,,,,"Microbiology,"
"",,,,,,,"M.Sc- Computer Science.,"
"",,,,,,,M.Com.
"",,,,,,,
20,Pune,Sanghavi Kesari College of Arts,U,1971,MW,"UG,PG","B.A., B.Com., B.Sc., B.B.A,"
"",,", Commerce & Science",,,,,B.C.A
"",,"Chinchwad, Pune – 411 019",,,,,"MA.- Economics, Marathi,"
"",,(ID.NO:PU/PN/ASC/030/1971),,,,,"M.Com. B.B.A,  B.C.A"
21,Pune,Indapur Taluka Shikshan,R,1972,MW,UG,"B.A., B.Com., B.C.A., B.Sc."
"",,Prasarak Mandal’s,,,,,"M.Sc – Organic Chemistry.,"
"",,"Arts, Science and Commerce",,,,,
"",,"College,",,,,,
"",,Indapur-413186 (Dist. Pune).,,,,,
"",,Ph.No. (02111) 23102,,,,,
"",,Fax No. (02111) – 23102,,,,,
"",,(ID.NO:PU/PN/ASC/032/1972),,,,,
22,Pune,Pune Zilha Shikshan Prasarak,R,1972,MW,"UG,PG","B.A., B.Com., B.B.A.,"
"",,Mandal’s,,,,,"B.C.A., B.Sc.,"
"",,Waghire Arts and Commerce,,,,,"MA.- English, Marathi,"
"",,"College,",,,,,"Hindi, Economics,"
"",,"Saswad-412301, Tal. Purandar",,,,,M.Com.
"",,(Dist.Pune),,,,,
"",,Ph.No. (02115) 222524,,,,,
"",,Fax No. (02115) 222472,,,,,
"",,(ID.NO:PU/PN/ASC/033/1972),,,,,
23,Pune,Shri Mugutrao Sahebrao Kakade,R,1972,MW,"UG,PG","B.A., B.Com.,  B.C.A"
"",,"Mahavidyalaya, Arts,&",,,,,"MA.- Marathi, Hindi.,"
"",,"Commerce, Someshwarnagar,",,,,,"History,"
"",,Baramati,,,,,M.Com.
"",,"Nira, 412 306, Dist – Pune",,,,,
"",,(ID.NO:PU/PN/ASC/034/1972),,,,,
"",,,,,,,
24,Pune,KTSP Mandal’s,R,1977,MW,"UG,PG","B.A., B.Com., B.C.A."
"",,Hutatma Rajguru Mahavidyalaya,,,,,"B.Sc - Computer  Science,"
"",,"(Arts, Science and Commerce),",,,,,"MA.- English, Marathi,"
"",,Rajgurunagar-410 505,,,,,"Economics, Politics"
"",,(Dist. Pune).,,,,,M.Com.
"",,Ph.No. - (02135) 222099/222136,,,,,"M.Sc.-Organic Chemistry,"
"",,Fax No. 222099,,,,,
"",,(ID.NO:PU/PN/ASC/036/1977),,,,,
25,Pune,Rajgad Dynanpeeth’s,R,1982,MW,"UG,PG","B.A., B.Com.,  BCS,  BCA,"
"",,Anantrao Thopte Mahavidyalaya,,,,,"B.Sc.- Zoology, First Year"
"",,"(Arts, Science & Commerce),",,,,,"Bdefence Studies, Diploma"
"",,Bhor-412206 (Dist. Pune).,,,,,"in Communication, D.T.L.,"
"",,Ph.No. (02113) 222710/ 222746,,,,,P.G.Diploma in Banking &
"",,Fax No. 02113- 222895,,,,,"Finance, Diploma in"
"",,(ID.NO:PU/PN/ASC/043/1982),,,,,"Journalism, French, Jerman,"
"",,,,,,,"Japenis, MA-English,"
"",,,,,,,"Marathi, Hindi, Economics,"
"",,,,,,,"Geography,"
"",,,,,,,"M.Sc- Geography,"
"",,,,,,,"Electronic,"
"",,,,,,,"M.Com., M.C.S."
26,Pune,Naigaon Education Society’s,R,1982,MW,"UG,PG","B.A., B.Com.,"
"",,"Arts, Commerce College,",,,,,"MA. Marathi, History,"
"",,"Daund, Dist .Pune. - 413 801,",,,,,M.Com.
"",,(ID.NO:PU/PN/AC/044/1982),,,,,
"",,,,,,,
27,Pune,Jai Hind Sindhu Education,U,1983,MW,"UG, PG","B.Com., B.B.A., M.Com."
"",,Trust’s,,,,,
"",,Manghanmal Udharam,,,,,
"",,"College of Commerce,",,,,,
"",,"Pimpri, Pune-411017.",,,,,
"",,Ph.No. (020) 27413943,,,,,
"",,Website: www.mucollege.org,,,,,
"",,(ID.NO:PU/PN/C/045/1983),,,,,
28,Pune,Khadki Education Society’s,U,1983,MW,"UG, PG","B.A., B.Com., B.Sc."
"",,Tikaram Jagannath College of,,,,,"Computer Science,"
"",,"Arts, Commerce and Science,",,,,,"M.Com.,"
"",,"491, Elphinston Road,",,,,,M.Sc.(Computr Science)
"",,"Khadkee, Pune-411003.",,,,,"B.B.A, B.C.A"
"",,Ph.No.020-25811491,,,,,
"",,Fax No. 25818246,,,,,
"",,(ID.NO:PU/PN/ASC/046/1983),,,,,
29,Pune,Lonavala Education Trust’s,R,1983,MW,"UG,PG","B.A., B.Com., B.B.A.,"
"",,"Dr. B. N. Purandare Arts,",,,,,"M.Com.,  M.A- Economics"
"",,Smt. Shantidevi Gopichand,,,,,
"",,"Gupta Commerce College,",,,,,
"",,Lonavala-410403 (Dist. Pune).,,,,,
"",,Ph.No. (02114) 273774,,,,,
"",,Fax No. 02114- 273006,,,,,
"",,(ID.NO:PU/PN/AC/048/1983),,,,,
30,Pune,Vidya bhavan College of,U,1983,MW,"UG, PG","B.Com., M.Com"
"",,"Commerce,",,,,,P.G. Diploma in Banking &
"",,"20 , Solapur Road, Bhairoba",,,,,Finance
"",,"Nala, Pune 411 013",,,,,
"",,Ph.No.020-26877180,,,,,
"",,(ID.NO:PU/PN/C/050/1983),,,,,
31,Pune,Symbiosis Society’s,U,1983,MW,"UG, PG","B.A., B.Com. B.Sc.,"
"",,"College of Arts & Commerce,",,,,,(Computer Science)
"",,"Senapati Bapat Road,",,,,,M.Com.
"",,Pune 411 004,,,,,
"",,Ph.No.020-25653903,,,,,
"",,(ID.NO:PU/PN/AC/051/1983),,,,,
32,Pune,Rayat Shikshan Sanstha’s,U,1983,MW,UG,"B.Com., B.A., B.C.A"
"",,Bharatratna Dr. Babasaheb,,,,,
"",,Ambedkar Mahavidyalaya,,,,,
"",,"( Arts, Science & Commerce)",,,,,
"",,"Aundh gaon), Pune – 411 007",,,,,
"",,(ID.NO:PU/PN/ASC/052/1983),,,,,
33,Pune,Rayat Shikshan Sanstha’s,U,1983,MW,"UG, PG","B.A., B.Com., B.Sc., B.C.A,"
"",,Mahatma Phule Mahavidyalaya,,,,,"MA.-Marathi,  Economics,"
"",,"(Arts, Science and Commerce),",,,,,M.Com.
"",,"Pimpri-Waghire, Pune-411017.",,,,,M.Sc-  Organic
"",,Ph.No. (020) 27412033,,,,,"Chemistry,Geography"
"",,Fax No. (020) 27412007,,,,,
"",,(ID.NO:PU/PN/ASC/053/1983),,,,,
34,Pune,Indapur Taluka Gramvikas,R,1984,MW,UG,"B.A., B.Com"
"",,Pratishthan’s,,,,,
"",,"Arts & Commerce College,",,,,,
"",,Kalamb  ( Walchandnagar),,,,,
"",,"413 114, Tal – Indapur,",,,,,
"",,Dist – Pune.,,,,,
"",,(ID.NO:PU/PN/AC/056/1984),,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
35,Pune,The Poona Gujarathi Kelvani,U,1984,MW,"UG, PG","B.A., B.Com., B.B.A.,"
"",,Mandal’s,,,,,"B.C.A.,"
"",,H.V. Desai Senior College of,,,,,"B.Sc.-Computer Science,"
"",,"Arts, Science and Commerce,",,,,,M.Com.
"",,"596, Budhwar Peth, Desai",,,,,M.Sc-Computer Science
"",,"Brother’s Vidya Bhavan,",,,,,Diploma in Communication
"",,Pune-411002.,,,,,& Journalism
"",,"Ph.No.020- 24463914,",,,,,
"",,24450373,,,,,
"",,(ID.NO:PU/PN/ASC/057/1984),,,,,
"",,,,,,,
"",,,,,,,
36,Pune,Shri Swami Vivekananda,R,1984,MW,UG,"B.Sc., B.A., B.Com."
"",,Shikshan Prasarak Mandal’s,,,,,M.Com
"",,Samajbhushan Ganpatrao,,,,,
"",,"Kalbhor , Arts, Science &",,,,,
"",,"Commerce, College,",,,,,
"",,"Loni Kalbhor ,  412 201",,,,,
"",,"Tal – Haveli, Dist – Pune",,,,,
"",,Ph.No.020-26913846,,,,,
"",,(ID.NO:PU/PN/ASC/058/1984),,,,,
37,Pune,Pune Jilha Shikshan Mandal’s,U,1984,MW,"UG,PG","B.A., B.Com, B.C.A.,"
"",,Mamasaheb  Mohol,,,,,"B.Sc- Computer Science,"
"",,Mahavidyala,,,,,"MA.-Marathi, Economics,"
"",,"48/1-A, Erandwane,",,,,,M.Sc- Computer Science
"",,"Paud Road,  Pune-411038.",,,,,M.Com.
"",,Ph.No. 25443024,,,,,"M.C.A - (Science),"
"",,Fax No. 25431034,,,,,
"",,(ID.NO:PU/PN/AC/059/1984),,,,,
38,Pune,Dr. Babasaheb Ambedkar,U,1984,MW,"UG, PG","B.A., B.Com, B.Sc.,"
"",,Commerce & Maharshi Vitthal,,,,,"MA.-Marathi,"
"",,"Ramji Shinde Arts College,",,,,,M.Com.
"",,"Ahilyashram 896, Nana Peth,",,,,,
"",,Pune 411 002,,,,,
"",,Ph.No.-020-26350857,,,,,
"",,(ID.NO:PU/PN/AC/060/1984),,,,,
39,Pune,Shri Shivaji Maratha Society’s,U,1984,MW,"UG, PG","B.A., B.Com, B.C.A"
"",,Samajbhushan Baburao alias,,,,,"B.Sc- Computer Science.,"
"",,Appasaheb Jedhe Arts &,,,,,"B.Sc.-Microbiology.,"
"",,"Commerce College,",,,,,"M.Sc-Microbiology.,"
"",,"425, Shukrawar Peth,",,,,,M.Com.
"",,Pune- 411 002.,,,,,
"",,Ph.No. 24477335,,,,,
"",,Fax No. (020) 24450936,,,,,
"",,(ID.NO:PU/PN/AC/063/1984),,,,,
"",,,,,,,
40,Pune,People Education Society’s,U,1985,MW,"UG, PG","B.A., B.Com,"
"",,(Bombay) Dr.  Ambedkar,,,,,"MA.-History,"
"",,"College of Arts & Commerce,",,,,,M.Com.
"",,"Jai Jawan nagar, Yerwada,",,,,,
"",,Pune- 411 006.,,,,,
"",,Ph.No.020-26694300,,,,,
"",,(ID.NO:PU/PN/AC/067/1985),,,,,
41,Pune,"Marathwada Mitra Mandal’s,",U,1986,MW,"UG,PG","B.B.A.,  B.C.A. B.B.M.,"
"",,"College of Commerce,",,,,,"B.Com,"
"",,"302/A Deccan Gymkhana,",,,,,"B.Sc-Computer Science.,"
"",,Pune 411 004.,,,,,Certificate Course in
"",,Ph. No. 020-25651410,,,,,"Human Rights., Certificate"
"",,www.mmccpune.com,,,,,Course in Travel &
"",,(ID.NO:PU/PN/C/068/1986),,,,,"Tourism.,Certificate Course"
"",,,,,,,"in Event Management.,"
"",,,,,,,Certificate Course in –
"",,,,,,,"Spanish, German, Japanese,"
"",,,,,,,French
"",,,,,,,P.G.Diploma Course in
"",,,,,,,"Foreign Trade.,"
"",,,,,,,P.G.Diploma Course in
"",,,,,,,Insurance & Finacial
"",,,,,,,"Services., P.G.Diploma"
"",,,,,,,Course in Banking
"",,,,,,,"& Finance.,"
"",,,,,,,Diploma in Communication
"",,,,,,,"& Journalism ,"
"",,,,,,,M.A/Mass Communication
"",,,,,,,"& Journalism,"
"",,,,,,,M.Com.
"",,,,,,,
42,Pune,"Rayat Shikshan Sanstha’s,",U,1986,MW,UG,"B.A., B.Com., B.Sc."
"",,"S. M. Joshi College,",,,,,"B.C.A., M.Com-(I.T).,"
"",,"Hadapsar, Pune 411 028.",,,,,"M.A- History.,"
"",,Ph. No. 020-26999001,,,,,
"",,E.mail- rayatsmjoshicollege@,,,,,
"",,rediffmail.com,,,,,
"",,(ID.NO:PU/PN/ASC/069/1986),,,,,
43,Pune,Janata Shikshan Sanstha’s,U,1986,MW,"UG,PG","B.A., B.Com, B.C.S.,"
"",,Smt. Chandrakala Kishorilal,,,,,"B.Sc- Computer Science,"
"",,"Goyal , Arts & Science &",,,,,"MA.- Marathi,  M.Com."
"",,"Commerce College,  Dapodi,",,,,,
"",,Pune -  411 012,,,,,
"",,Ph.No.020-27144494,,,,,
"",,(ID.NO:PU/PN/ASC/070/1986),,,,,
"",,,,,,,
"",,,,,,,
44,Pune,Pune Zilha Shikshan Prasarak,U,1989,MW,"UG,PG","B.A., B.Com, B.Sc. Physics,"
"",,Mandal’s Baburaoji Gholap,,,,,"B.C.S., B.B.A., B.C.A.,"
"",,Mahavidyalaya,,,,,"MA.- History, English,"
"",,"(Arts, Science and Commerce),",,,,,"Economics,"
"",,"Sangvi, Pune-411027.",,,,,"M.Sc.- Physics, Organic"
"",,Ph.No. 27282618,,,,,"Chemistry, M.Com.,"
"",,Fax No. 27280204,,,,,M.C.A.-(Science)
"",,(ID.NO:PU/PN/ASC/073/1989),,,,,
"",,,,,,,
"",,,,,,,
"",Pune,Chakan Shikshan Mandal’s,R,1989,MW,UG,"B.A., B.Com.  B.B.A.,"
"",,"C.S.M. College of Arts, &",,,,,"B.C.A.,"
"",,"Commerce ,",,,,,"B.B.M., M.Com"
45,,"Chakan  Tal – Khed,  Dist .Pune 410 501",,,,,"M.A-Marathi, Economics"
"",,Ph.No.02135-52468,,,,,
"",,(ID.NO:PU/PN/AC/075/1989),,,,,
"",,,,,,,
"",Pune,Ambegaon Taluka Vidya Vikas,R,1989,MW,"UG, PG","B.A., B.Com,"
"",,Mandal’s,,,,,"MA.-Marathi,"
"",,Arts & Commerce College,,,,,M.Com.
46,,"Ghodegaon, Tal – Ambegaon",,,,,
"",,Dist – Pune,,,,,
"",,(ID.NO:PU/PN/AC/076/1989),,,,,
47,Pune,VidyaVikas Mandal Sanchalit,R,1989,MW,UG/PG,"B.A., B.Com,  B.C.A.,"
"",,B.D. Kale Mahavidyalaya,,,,,"M.A-Marathi,"
"",,"Ghodegaon, Tal. Ambegaon",,,,,M.Com.
"",,Dist. Pune,,,,,
"",,Ph.No. (02133) 280749,,,,,
"",,Fax No. 02133-280749,,,,,
"",,(ID.NO:PU/PN/AC/76/1989),,,,,
48,Pune,Pune Zilha Shikshan Mandal’s,R,1990,MW,"UG, PG","B.A., B.Com, B.Sc.,"
"",,Late Sankarrao Bhelke,,,,,MA.-Marathi.
"",,Mahavidyalaya,,,,,
"",,"Arts, Science & Commerce",,,,,
"",,"College, Nasarapur – 412 213,",,,,,
"",,"Tal. Bhor, Dist – Pune",,,,,
"",,Ph.No.02113-272213,,,,,
"",,(ID.NO:PU/PN/ASC/083/1990),,,,,
49,Pune,Maharshi Karve Stree Shikshan,U,1990,W,"UG, PG","B.A., B.Com, B.B.A.,"
