"","Commerce & Arts, Mazgaon",KARRAR,Arts (B.A.),,Mass Media,M.Com.(Busine,Arts (B.A.) - 100,M.Com.(Busine
"",,,,,,,,
"",,,2. Bachelor of,(B.M.M),ss,2. Bachelor of,ss,
"","10, NESBIT ROAD",Phone No. : 22-,Commerce,[Bachelor of,Management),Mass Media,Management) -,
"",Mazgaon(East) - 400010,23776560,(B.Com),Mass Media,2. M.Com,(B.M.M) - 60,80,
"",Tal : Mumbai City,Mobile :,,"(B.M.M),]",(Advance,3. Bachelor of,2. M.Com,
"",Dist : Mumbai City,8451927751,"2. B.M.S. [BMS,]",Accountancy),Commerce,(Advance,,
"",,,,"[Accountancy,]",(B.Com) - 100,Accountancy) -,,
"",(Year of Estb. - 1970-71),,,4. B.M.S. - 60,60,,,
"",Granted,,,,,,,
"",(College Type - ARTS &,,,,,,,
"",COMMERCE),,,,,,,
"",,,,,,,,
"",email : burhanicollege@yahoo.co.in,,,,,,,
"",,,,,,,,
7,[EMC74635] - College of Home,Dr. Ms. Geeta,1. Bachelor of,1. M.Sc (Home,,1. M.Sc. (Home,1. Bachelor of,1. M.Sc. (Home
Science,Ibrahim,Science (Home,"Science)Foods,",,Science),Science (Home,Science),
"",,,,,,,,
"",,Science),Nutrition and,degree course,Science) - 80,degree course,,
"",,,,,,,,
"Nirmala Niketan, 49 New Marine",Phone No. : 22-,2. Certificate,Dietetics,in Food,2. Certificate,in Food,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"","Lines, Mumbai",22007544,Course in,2. M.Sc (Home,,Processing and,Course in,Processing and
Churchgate (East) - 400020,Mobile :,Nutrition and,Science)Huma,Preservation,Nutrition and,Preservation -,,
Tal : Mumbai City,9820153902,Exercise for,n Development,2. M.Sc. (Home,Exercise for,20,,
Dist : Mumbai City,,Fitness,3. M.Sc (Home,Science),Fitness - 50,2. M.Sc. (Home,,
"",3. Certificate,Science)Textile,degree course,3. Certificate,Science),,,
(Year of Estb. - 1969-70),Course in,and Fashion,in Sports,Course in Textile,degree course,,,
Granted,Textile Crafts,Technology,Nutrition,Crafts - 40,in Sports,,,
(College Type - SCIENCE),4. Certificate,4. Post-,,4. Certificate,Nutrition - 20,,,
"",Course in,Graduate,Course in Visual,3. Post-,,,,
email : info@nirmalaniketan.com,Visual,Diploma in,Merchandising -,Graduate,,,,
"",Merchandising,Dietetics and,40,Diploma in,,,,
"",,,,,,,,
5. Certificate,Applied,5. Certificate,Dietetics and,,,,,
Course in,Nutrition,Course in,Applied,,,,,
Workstation,5. Ph.D,Workstation,Nutrition - 20,,,,,
Design and,Science in,Design and,4. M.Sc (Home,,,,,
Applied,Home Science,Applied,"Science)Foods,",,,,,
Ergonomics,,Ergonomics - 40,Nutrition and,,,,,
6. Diploma,6. Diploma,Dietetics - 10,,,,,,
"Course in CAD,","Course in CAD,",5. M.Sc (Home,,,,,,
CAM and,CAM and,Science)Huma,,,,,,
Computer,Computer,n Development,,,,,,
Technologies in,Technologies in,- 10,,,,,,
the Apparel,the Apparel,6. M.Sc (Home,,,,,,
Industry,Industry - 60,Science)Textile,,,,,,
"",,and Fashion,,,,,,
Technology -,,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,,,,10
"",,,,,,,,7. Ph.D
"",,,,,,,,Science in
"",,,,,,,,Home Science
"",,,,,,,,- 30
8,[EMC95382] - College of Social Work,Dr. Lidwin Dias,1. Bachelor of,1. Master of,1. Certificate,1. Post-,1. Bachelor of,1. Master of
"",Nirmala Niketan,,Social Work,Social Work,Course in,Graduate,Social Work,Social Work
"",,,,,,,,
"",,Phone No. : 22-,(B.S.W),(M.S.W),Advanced Social,Diploma in,(B.S.W) - 60,(M.S.W) - 1
"","38,New Marine Lines",22002615,2. Diploma in,,Research,Therapeutic,2. Certificate,2. Post-
"",Mumbai - 400020 Tal : Mumbai City,Mobile :,Social Work,Methodology,Counselling,Course in,Graduate,
"",Dist : Mumbai City,9969439319,,2. Certificate,2. P.G.Diploma,Advanced Social,Diploma in,
"",,,Course in Peace,Course in Child,Research,Therapeutic,,
"",(Year of Estb. - 1955-56),Education,Rights and,Methodology -,Counselling -,,,
"",Granted,,Child,15,40,,,
"",(College Type - SOCIAL WORK),,Protection,3. Diploma in,3. P.G.Diploma,,,
"",,,Social Work - 50,Course in Child,,,,
"",email : cswnnprincipal@gmail.com,4. Certificate,Rights and,,,,,
"",,Course in Peace,Child,,,,,
"",,,,,,,,
"",,,,,,,Education - 40,Protection - 60
9,[EMC79486] - D.G. Ruparel College,DR TUSHAR,1. Bachelor of,1. M.Sc.,1. B.M.S.,1. M.Com,1. Bachelor of,1. M.Com
"of Arts, Science and Commerce",MANOHAR DESAI,Arts (B.A.),(Analytical,2. Bachelor of,(Advance,Arts (B.A.) - 120,(Advance,
"",,,,,,,,
"",,2. Bachelor of,Chemistry) By,Science (B.Sc.),Accountancy),2. Bachelor of,Accountancy) -,
Senapati Bapat Marg,Phone No. : 22-,Commerce,Research,(Computer,2. M.Sc.,Commerce,60,
Mahim (West) - 400016,4379671,(Accounting,2. M.Sc.,Science),Computer,(Accounting and,2. M.Sc.,
Tal : Mumbai City,Mobile :,and Finance),(Organic,[Computer,Science,Finance) - 120,Computer,
Dist : Mumbai City,9820161415,3. Bachelor of,Chemistry) By,"Science,]",[Computer,3. Bachelor of,Science - 20,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,Science (B.Sc.),Research,3. Bachelor of,"Science,]",Science (B.Sc.) -,3. M.Sc.
(Year of Estb. - 1952-53),4. Bachelor of,3. Ph.d Organic,Science,3. M.Sc. I.T.,120,(Analytical,,
Granted,Commerce,Chemistry,(Information,[Information,4. Bachelor of,Chemistry) By,,
"(College Type - ARTS, COMMERCE",(Financial,4. Ph.D.,Technology),"Technology,]",Science (B.Sc.),Research - 12,,
& SCIENCE),Markets),Analytical,(B.Sc.I.T),4. M.Sc.,(Computer,4. M.Sc. I.T. -,,
"",,Chemistry,,(Analytical,Science) - 60,20,,
email : principal@ruparel.edu,5. Ph.D. Botany,,Chemistry) By,5. Bachelor of,5. M.Sc.,,,
"",6. Ph.D.,Papers,Science,(Organic,,,,
"",,,,,,,,
Zoology,[Analytical,(Information,Chemistry) By,,,,,
7. M.Sc.,"Chemistry,]",Technology),Research - 12,,,,,
Physics,,(B.Sc.I.T) - 60,6. Ph.d Organic,,,,,
(Electronics),6. B.M.S. - 60,Chemistry - 8,,,,,,
By Papers,,7. M.Sc.,,,,,,
8. M.Sc.,Chemistry,,,,,,,
Chemistry,(Organic) By,,,,,,,
(Organic) By,Papers - 7,,,,,,,
Papers,8. M.Sc.,,,,,,,
9. M.Sc.,Chemistry,,,,,,,
Chemistry,(Physical) By,,,,,,,
(InOrganic) (By,Papers - 4,,,,,,,
papers),9. M.Sc.,,,,,,,
10. M.Sc.,Physics,,,,,,,
Chemistry,(Electronics),,,,,,,
(Physical) By,By Papers - 8,,,,,,,
Papers,10. M.Sc.,,,,,,,
11. M.Sc.,(Botany) By,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity
o.,Type of Grant / Year of,,Courses,,
"",Establishment,,UG PG,UG PG,UG PG
"",,,(Botany) By,,Papers - 5
"",,,Papers,,11. M.Sc.
"",,,12. M.Sc.,,(Zoology) By
"",,,(Zoology) By,,Papers - 5
"",,,Papers,,12. M.Sc.
"",,,,,(Analytical
"",,,,,Chemistry) By
"",,,,,Papers - 10
"",,,,,13. Ph.D.
"",,,,,Analytical
"",,,,,Chemistry - 8
"",,,,,14. Ph.D.
"",,,,,Botany - 8
"",,,,,15. Ph.D.
"",,,,,Zoology - 8
"",,,,,16. M.Sc.
"",,,,,Chemistry
"",,,,,(InOrganic) (By
"",,,,,papers) - 2
10,[EMC86732] - Deccan Education,Dr Vishnu Nanda,1. Bachelor of,1. Bachelor of 1. M.Sc.,1. Bachelor of 1. M.Sc.
"",Societys Kirti M. Dongursee College,Magare,Science (B.Sc.),Arts (B.A.) Computer,Arts (B.A.) - 400 Computer
"","of Arts, Science & Commerce",,(Computer,2. Bachelor of Science,2. Bachelor of Science - 40
"",,Phone No. : 22-,Science),Mass Media 2. M.Sc.,Mass Media 2. M.Sc.
"",Kasinath Dhuru Road Veer Savarkar,33914509,2. Bachelor of,"(B.M.M) [Hindi,] Organic",(B.M.M) - 72 Organic
"",Marg Near Agar Bazar,Mobile :,Commerce,3. Bachelor of Chemistry,3. Bachelor of Chemistry - 10
"",Dadar (West) - 400028,9869905060,(B.Com),Commerce 3. M.Sc. I.T.,Commerce 3. M.Sc. I.T. -
S.N,Name of College,Name of Principal List of Permanently Affiliated,,List of Yearly Affiliated Courses Intake Capacity,
o.,Type of Grant / Year of,Courses,,,
"",Establishment,UG,PG,UG PG UG,PG
"",Tal : Mumbai City,3. Bachelor of,,(Accounting and 4. Ph.d Organic (B.Com) - 360,20
"",Dist : Mumbai City,Science (B.Sc.),,Finance) Chemistry 4. Bachelor of,4. M.Sc.
"",,,,4. B.M.S. 5. M.Sc. Commerce,(Zoology) By
"",(Year of Estb. - 1954-55),,,5. Bachelor of (Zoology) By (Accounting and,Papers - 10
"",Granted,,,Science Papers Finance) - 72,
"","(College Type - ARTS, COMMERCE",,,(Information 6. Ph.D. 5. Bachelor of,
"",& SCIENCE),,,Technology) Physical Science (B.Sc.) -,
"",,,,(B.Sc.I.T) Chemistry 240,
"",email : principal@kirticollege.org,,,6. Bachelor of 7. Ph.D. 6. Bachelor of,
"",,,,Science (Bio- Zoology Science (B.Sc.),
"",,,,"Technology) [Zoology,] (Computer",
"",,,,Science) - 120,
"",,,,7. Bachelor of,
"",,,,Science,
"",,,,(Information,
"",,,,Technology),
"",,,,(B.Sc.I.T) - 144,
"",,,,8. Bachelor of,
"",,,,Science (Bio-,
"",,,,Technology) - 42,
"",,,,9. B.M.S. - 72,
11,[EMC69728] - Dr. Ambedkar College,Prof. Jaymangal 1. Bachelor of,,1. Diploma 1. Bachelor of,
"",of Law,Manohar Dhanraj Law (L.L.B),,Course in Law (L.L.B),
"",,(Three Years),,Labour Laws and (Three Years) -,
"",Tilak Road Opp Wadala B.E.S.T,Phone No. : 22-,,Labour Welfare 80,
"","Depot, Wadala",24182958,,2. Diploma 2. Diploma,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",Wadala(West) - 400031,Mobile :,,,Course in,,Course in,
"",Tal : Mumbai City,7045992958,Taxation Law,Labour Laws and,,,,
"",Dist : Mumbai City,,,Labour Welfare -,,,,
"",,,120,,,,,
"",(Year of Estb. - 1977-78),3. Diploma,,,,,,
"",Granted,Course in,,,,,,
"",(College Type - LAW),Taxation Law -,,,,,,
"",,120,,,,,,
"",email :,,,,,,,
"",ambedkarlaw1977@gmail.com,,,,,,,
"",,,,,,,,
12,[EMC29874] - Dr. T.K. Tope Arts &,Shri. Vitthal,1. B.A,,1. B.Com,1. M.Com,1. Bachelor of,1. M.Com
"Commerce Night (Senior) College,",Baliram Rokade,(Culinary Arts),,(Environmental,(Advance,Commerce,(Advance,
"",,,,,,,,
Parel,,2. Bachelor of,Management,Accountancy),(B.Com) - 120,Accountancy) -,,
"",Phone No. : 22-,Commerce,and Economics),,2. B.A (Culinary,60,,
"21, GOKHALE SOCIETY LANE",24138617,(B.Com),,Arts) - 120,,,,
ACHARYA DONDE VIDYANAGAR,Mobile :,,,,,,,
Parel(East) - 400012,9881418831,,,,,,,
Tal : Mumbai City,,,,,,,,
Dist : Mumbai City,,,,,,,,
"",,,,,,,,
(Year of Estb. - 1984-85),,,,,,,,
Granted,,,,,,,,
(College Type - ARTS &,,,,,,,,
COMMERCE),,,,,,,,
"",,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",email : gestktacnc@hotmail.com,,,,,,,
"",,,,,,,,
13,[EMC84356] - Gokhale Education,Dr. Indira Shukla,1. Bachelor of,,,1. Ph.D. (Arts),1. Bachelor of,1. Ph.D. (Arts)
"","Society, College of Education And",,Education,,,degree in the,Education,degree in the
"",,,,,,,,
"",Research,Phone No. : 22-,(B.Ed.) (Full,subject of,(B.Ed.) (Full,subject of,,
"",,24136408,Time),Education,Time) - 50,Education - 16,,
"","Achary Donde Nagar, Gokhale",Mobile :,,,,,,
"","Society Lane, Parel-12",9821883082,,,,,,
"",Parel(East) - 400012,,,,,,,
"",Tal : Mumbai City,,,,,,,
"",Dist : Mumbai City,,,,,,,
"",,,,,,,,
"",(Year of Estb. - 1970-71),,,,,,,
"",Granted,,,,,,,
"",(College Type - EDUCATION),,,,,,,
"",,,,,,,,
"",email : ges_cer@yahoo.co.in,,,,,,,
"",,,,,,,,
14,[EMC87325] - Government Law,judge Dr.Ajay H,1. Bachelor of,,1. Bachelor of,1. Post-,1. Bachelor of,1. Post-
"College, Churchgate",Nathani,Law (L.L.B),,Law (L.L.B.),Graduate,Law (L.L.B),Graduate,
"",,,,,,,,
"",,(Three Years),(Five Years),Diploma,(Three Years) -,Diploma,,
"a, road curchgate, Mumbai-20",Phone No. : 22-,,,Course in,80,Course in,,
Churchgate (West) - 400020,22041707,,Intellectual,2. Bachelor of,Intellectual,,,
Tal : Mumbai City,Mobile :,Property Rights,Law (L.L.B.),Property Rights,,,,
Dist : Mumbai City,9920582543,,(Five Years) - 80,- 50,,,,
"",,,,,,,,
"",,,,,,,,
(Year of Estb. - 1855-1856),,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",Granted,,,,,,,
"",(College Type - LAW),,,,,,,
"",,,,,,,,
"",email : principal@glcmumbai.com,,,,,,,
"",,,,,,,,
15,[EMC82736] - Guru Nanak College of,Dr.Vijay Vishnu,,,1. Bachelor of,1. Ph.D. Hindi,1. Bachelor of,1. M.Com
"Arts, Science & Commerce",Dabholkar,,,Arts (B.A.),2. M.Com,Arts (B.A.) - 120,(Advance,
"",,,,,,,,
"",,2. Bachelor of,(Advance,2. Bachelor of,Accountancy) -,,,
G.T.B. Nagar,Phone No. : 22-,Mass Media,Accountancy),Mass Media,60,,,
Wadala(East) - 400037,24071098,(B.M.M),[Advance,(B.M.M) - 60,2. Ph.D.,,,
Tal : Mumbai City,Mobile :,3. Bachelor of,"Accountancy,]",3. Bachelor of,Physics - 6,,,
Dist : Mumbai City,9892703523,Commerce,3. Ph.d,Commerce,3. M.Sc. I.T. -,,,
"",,(B.Com),Chemistry,(B.Com) - 120,20,,,
(Year of Estb. - 1989-90),4. Bachelor of,4. Ph.D.,4. Bachelor of,4. Ph.D. Botany,,,,
Granted,Commerce,Physics,Commerce,- 6,,,,
"(College Type - ARTS, COMMERCE",(Accounting and,5. M.Sc. I.T.,(Accounting and,5. M.Sc.,,,,
& SCIENCE),Finance),6. M.Sc.,Finance) - 60,(Physics) By,,,,
"",5. Bachelor of,(Analytical,5. Bachelor of,Research - 6,,,,
email :,Commerce,Chemistry) By,Commerce,6. M.Sc.,,,,
admin@gurunanakcollegeasc.in,(Banking and,Papers,(Banking and,(Botany) By,,,,
"",Insurance),[Analytical,Insurance) - 60,Research - 5,,,,
"",,,,,,,,
6. B.M.S.,"Chemistry,]",6. Bachelor of,,,,,,
7. B.Com,7. Ph.D. Botany,Science (B.Sc.) -,,,,,,
(Financial,8. M.Sc.,120,,,,,,
Management),(Physics) By,7. Bachelor of,,,,,,
8. Bachelor of,Research,Science,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,Science (B.Sc.),9. M.Sc.,(Information,
"",,,,,9. Bachelor of,(Botany) By,Technology),
"",,,,,Science,Research,(B.Sc.I.T) - 60,
"",,,,,(Information,10. M.Sc.,8. B.M.S. - 60,
"",,,,,Technology),Chemistry,9. B.Com,
"",,,,,(B.Sc.I.T),(Organic) (By,(Financial,
"",,,,,,papers),Management) -,
"",,,,,,,60,
16,[EMC69475] - H.R. College of,PARAG THAKKAR,1. Bachelor of,,1. Bachelor of,1.,1. Bachelor of,1.
Commerce & Economics,,Commerce,,Mass Media,M.Com.(Busine,Mass Media,M.Com.(Busine,
"",,,,,,,,
"",Phone No. : 22-,(B.Com),(B.M.M),ss,(B.M.M) - 60,ss,,
123 VIDYASAGAR PRINCIPAL K M,22876115,,2. Bachelor of,Management),2. Bachelor of,Management) -,,
KUNDNANI CHK D W ROAD,Mobile :,Commerce,2. M.Com,Commerce,80,,,
CHURCHGATE,9820304543,(Accounting and,(Advance,(B.Com) - 120,2. M.Com,,,
Churchgate (East) - 400020,,Finance),Accountancy),3. Bachelor of,(Advance,,,
Tal : Mumbai City,3. Bachelor of,[Advance,Commerce,Accountancy) -,,,,
Dist : Mumbai City,Commerce,"Accountancy,]",(Accounting and,60,,,,
"",(Banking and,3. Ph.D. in,Finance) - 60,,,,,
"",,,,,,,,
(Year of Estb. - 1960-61),Insurance),Commerce,4. Bachelor of,,,,,
Granted,4. Bachelor of,"[Commerce ,]",Commerce,,,,,
(College Type - COMMERCE),Commerce,4. Ph.D,(Banking and,,,,,
"",(Financial,Economics,Insurance) - 60,,,,,
email : info@hrcollege.edu,Markets),[Business,5. Bachelor of,,,,,
"",5. B.M.S.,"Economics,]",Commerce,,,,,
"",,,,,,,,
6. B.Voc course,,(Financial,,,,,,
in Tourism &,Markets) - 60,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,Hospitality,,6. B.Voc course,
"",,,,Management,in Tourism &,,,
"",,,,7. B.Voc course,Hospitality,,,
"",,,,in Retail,Management -,,,
"",,,,Management,50,,,
"",,,,,7. B.Voc course,,,
"",,,,,in Retail,,,
"",,,,,,,Management -,
"",,,,,,,50,
17,[EMS23658] - INS Hamla,VINAY KUMAR,,,,1. Master of,,1. Master of
"",,,,,,Management,,Management
"",,,,,,,,
"","INS HAMLA,Marve",Phone No. : 22-,Studies,Studies,,,,
"","Road,Malad(west)",29992401,(M.M.S),(M.M.S) - 60,,,,
"",Mumbai(West) - 400095,Mobile :,,,,,,
"",Tal : Mumbai City,9869124240,,,,,,
"",Dist : Mumbai City,,,,,,,
"",,,,,,,,
"",(Year of Estb. - 1954-55),,,,,,,
"",Granted,,,,,,,
"",(College Type - MANAGEMENT),,,,,,,
"",,,,,,,,
"",email : tcms_hamla@yahoo.co.in,,,,,,,
"",,,,,,,,
18,[EMC38745] - Institute of Forensic,Dr. Pratima,,,1. B.Sc. in,1. Post-,1. B.Sc. in,1. Post-
"",Science,Sharad Jadhav,,,Forensic,Graduate,Forensic,Graduate
"",,,,,,,,
"",,,Science,Diploma in,Science - 50,Diploma in,,
"",,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated List of Yearly Affiliated Courses,,Intake Capacity
o.,Type of Grant / Year of,,Courses,,
"",Establishment,,UG PG UG,PG,UG PG
"","15,Madam Cama Road, Mumbai-",Phone No. : 22-,,Digital and,Digital and
"",400032.,22816102,,Cyber Forensic,Cyber Forensic
"",Mumbai - 400032 Tal : Mumbai City,Mobile :,,and related,and related
"",Dist : Mumbai City,9224746783,,Law,Law - 40
"",,,,2. Post-,2. Post-
"",(Year of Estb. - 2009-10),,,Graduate,Graduate
"",Granted,,,Diploma in,Diploma in
"",(College Type - SCIENCE),,,Forensic,Forensic
"",,,,Science and,Science and
"",email : institute.forensic@gmail.com,,,related Law,related Law -
"",,,,3. M.Sc.,40
"",,,,Forensic,3. M.Sc.
"",,,,Science,Forensic
"",,,,4. Ph.D.,Science - 20
"",,,,Forensic,4. Ph.D.
"",,,,Science,Forensic
"",,,,,Science - 8
19,"[EMC42697] - Jai Hind College,",Dr Ashok Gajanan,1. M.Sc. 1. Bachelor of,1. Master of,1. Bachelor of 1. Master of
"",Basantsing Institute of Science & J.T.,Wadia,Chemistry Arts (B.A.),Commerce,Arts (B.A.) - 120 Commerce
"",Lalvani College of Commerce,,(Organic) By 2. Bachelor of,(M.Com),2. Bachelor of (M.Com) - 60
"",,Phone No. : 22-,Papers Mass Media,2. M.Sc.,Mass Media 2. M.Sc.
"",A Road 23 24 Backbay Reclamation,22040256,2. M.Sc. (B.M.M),(Analytical,(B.M.M) - 60 (Analytical
