"",,,,,"B,Z,Sc; P, M, Cs; Gen, BC, Z ; Gen,"
"",,,,,"BC, B;  C, BT, Z"
"","Acharya Patashala College of Commerce,",,,Ph.No. : 080 – 26611786,
"",,,Pvt.-,,
8.,"N.R. Colony,",1956,,E-mail : principal@apscommerce.org,"BCom.,  BBA, & MCom"
"",,,Aided,,
"",Bangalore-19.,,,Web: www.apscommerce.org,
"",Acharya Patashala Evening College.,,,Ph.No. : 080 –  26613705,"BA- H,E,P;  H,E,Opt, Kan;  E,Soc,P;"
"",,,Pvt.-,,
9.,"N.R. Colony,",1964,,E-mail : aps_evening@yahoo.co.in,"E,Soc,Opt.K; H,E,Hindi;Soc,E, Eng;"
"",,,Aided,,
"",Bangalore-19,,,Web: www.apseveningcollege.org,"Soc, E, Hindi & BCom"
"",,,,,"BSc- BT, C, Gen; Gen, BC, BT;  BC,"
"",,,,,"MB, BT; Cs, BT, BC; BCA, BBA, MSc"
"",,,,Ph.No. : 080 – 23245515/16/17,
"","Acharyas Bangalore B School,",,,,- Appl. Gen ; MSc -  BT ; MBA & PG
"",,,,Fax: 23245519,Dip in – E –Commerce; IB ; Enterp.
10.,"No.3, Lingadeeranahalli,",2001,Pvt.,,
"",,,,E-mail : mahishi@acharyabbs.ac.in,& Small Business Mngt; Hospital
"",Bangalore -91,,,,
"",,,,Web: www.acharyabbs.ac.in,Admn; Health Care Mngt; Retail
"",,,,,Mngt & Insurance.
SL.No,Name and Address of the College,"YearEstd.","NatureofInsttn.",Phone / Fax / E-Mail / Web,"Courses offeredwith combination"
11.,"Acharya School of DesignAcharya Dr.Sarvepalli Radhakrishnan Road,Soledevanahalli, Hesaraghatta Road,Bengaluru - 560107",2015,Pvt,"Ph. No.: 080-22555555Fax: 080-23700242E-mail: asd@acharya.ac.in","Painting, Graphic Design, ProductDesign,Interior & Special Design,Animation & Multimedia"
12.,"Adarsh Institute of Mgmt & Info. Technology,75, Devathachar Street, 5th mainChamarjpet,Bangalore-18",2013,Pvt.,,MBA & MCA
13.,"Adharsha Vidhya Kendra College,27th Cross, Banashankari 2nd Stage,Bangalore-70",2001,Pvt.,"Ph.No. : 080- 26719531/ 26717520Fax     : 080 - 26713359E-mail : Avk.nsvk@gmail.comWeb :www.avkedu.com/avk_nsvk.com","B.Sc - C, MB, BT;BCom &  BCA"
14.,"Adithya Institue of Mgmt  Studies &Research,No.12, Kogilu Main Road, BehindAnnapoorneshwari Temple, YelahankaBangalore -64.",1999,Pvt.,"Ph.No. : 080–22731843 / 23113811E-mail : adityainstitutions@gmail.comFax     : 080 - 23113811Web   : www.adityaedu.net","BCA, B.Com, BBA & MBA"
15.,"Advanced Management College,18th Km. Bannerghatta Road,Bangalore-83",2004,Pvt.,"Ph.No. : 080 –27828290Fax     : 080 - 27828290E-mail : dr-anandangs@yahoo.comWeb :www.amcinstitution.com /amcgroup.edu.in","BCA,  BBA  & MBA"
16.,"Aishwarya First Grade College,#42/65, Gnanaganganagar, NearJnanabharathi, Ring Road,Bangalore -56",2007,Pvt.,"Ph.No. : 080 -  23240188Fax     : 080 – 23240188E-mail : bhaskark32@yahoo.comWeb   : www.aishwaryainstitutions.in",BCom  & BBA
17.,"AJ Institute of Management Studies,",2013,Pvt.,,"BCA, B.Com, BBA"
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","Tharabhanahalli, Behind ITC, Factory,",,,,
"","Chikkajala Post, BIL Airport Road,",,,,
"",Bangalore-157,,,,
"","Akash International Business Management,",,,,
18.,"#198, Malathalli New Extn., Kengunte Circle,",2012,Pvt.,,"BCA, B.Com"
"",Bangalore-56,,,,
"",,,,,"BA –H, E, P; H, E, Soc; H,E, Urdu; J,"
"",,,,Ph.No. : 080– 22222402 /22235626,"Soc, P;"
"",,,,Fax: 080-22246565,
"","Al-Ameen Arts, Science & Commerce College,",,,,"BSc – P, C, M;P, M, Elecs; P, M, Cs;"
"",,,Pvt.-,E-mail : mushtaq1410@yahoo.co.in,"C, MB, B; C, B, Z; C, MB, Z; C,Z,Sc;"
19.,"Hosur Road,",1968,,,
"",,,Aided,Web: www.alameen.edu.in,"M,Cs, Elecs; BC, B,BT;"
"",Bangalore-27,,,,
"",,,,,"BCom,Certificate Course in"
"",,,,,"Kannada.,  M.Sc – MB & BT; Org."
"",,,,,Chem & Mcom
"",,,,Ph.No. : 080–22123431 / 22279235,
"","Al-Ameen Inst. Of Management Studies,",,,Fax: 080 – 22114493,
20.,"Hosur Road,",1996,Pvt.,E-mail : anuradhaaims@yahoo.com,BBA  & MBA
"",Bangalore-27,,,Web: www.alameen.co.in,
"",,,,,
"",,,,Ph.No : 080-22123431 /22222402/22236379,
"",,,,Fax: 080 – 22246565,
"","Al-Ameen Institute of Information Science,",,,,
"",,,,E-mail : director@aiis_edu.org,
21.,"Hosur Road, Near Lalbagh Main. Gate,",2006,Pvt.,,BCA  & MCA
"",,,,Web: www.aiis_99.org.edu/,
"",Bangalore-27,,,,
"",,,,http://aiis_edu.org,
"",,,,,
22.,"Al-Mighty First Grade College,",2006,Pvt.,,BCom & BBA
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","No.23, Opp. Arabic College, Nagavara Mn Rd,",,,Ph.No. : 080 – 25435555,
"",Bangalore -560 045,,,,
"",,,,E-mail : almightycollege@hotmail.com,
"","Al-Mighty First Grade Evening College,",,,,
"",,,,Ph.No. : 080 – 25435555,
23.,"No.23, Opp. Arabic College, Nagavara Mn Rd,",2006,Pvt.,,BCom & BBA
"",,,,E-mail : almightycollege@hotmail.com,
"",Bangalore -560 045,,,,
"","Amaravathi School of Business,",,,,
"","#642/35/33, 2nd Floor, 11th Main,",,,,
24.,,2012,Pvt.,,BBA
"","5th Block, Jayanagar,",,,,
"",Bangalore-560 011,,,,
"","Amith First Grade Evening College,",,,,
"","CA No.2, 2nd Stage, 3rd Main, WOC Rd,",,,Ph.No. : 080- 23495929/ 23497819,
25.,,2004,Pvt.,,"BA –H, E, P;  & BCom"
"","Mahalakshmipuram,",,,E-mail : sun2appu@yahoo.com,
"",Bangalore -86,,,,
"",,,,,"BA - H,E,Soc; E,Psy, Soc; H, E, Psy;"
"",,,,Ph.No. : 080 – 23493096 / 23190332 /,"H, J,Tour;"
"","Anupama College of Mngmt and Science,",,,23497797 /  23598143,"BSc- M, Cs, Elecs;C,B, MB;  C,Z,"
26.,"WOC, 2nd Stage, Mahalakshmi Puram,",1996,Pvt.,Fax: 080 - 23497797,"MB; M, Stat, Cs; BT, B, C; Gen, C,"
"",Bangalore-86,,,E-mail : Simha08@gmail.com,B;
"",,,,Web  : www.anupama institutions.com,"BCOM, BCA, BBA, MSc-BT; &"
"",,,,,MSW
"","Apparals Designers Academy,",,,Ph.No. : 080 – 41634200,
"","No.132/1, PNT Colony, 5th Cross,",,,Fax: 080 – 25426741,
27.,,2004,Pvt.,,B.SC - FAD
"","Horamavu, Banasawadi,",,,E-mail : smtmehrasedu_nsn43@yahoo.com,
"",Bangalore -43.,,,Web : www.smtmehraseducation.org,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","Army Institute of Fashion & Design,",,,Ph. No. : 080 –25617559 / 25617309,
"","Sy.No.13,Nagareshwaranagehalli,",,,Fax: 080 - 25618014,
28.,,2005,Pvt.,,B.SC- FAD
"","Kottannur Post,",,,E-mail : hlvijaykumar@hotmail.com,
"",Bangalore -560 077,,,Web: www.aifdonline.in,
"",Army Institute of Hotel Management &,,,,
"",,,,"Ph. No. : 080 - 64543206/7,64546807",
"","Catering Technology,",,,,
29.,,1996,Pvt.,Email:principal@aihmctbangalore.com,BHM
"","Nagareshwaranagehalli, Kothanur Post,",,,,
"",,,,Web: www.aihmctbangalore.com,
"",Bangalore -560 077.,,,,
"","Arunodaya Evening College,",,,,
"","Ring Road, Mariyappanapalya,",,,Ph. No. : 080 – 23241455,
30.,,2006,Pvt.,,BCOM
"","Jnanabharathi Post,",,,E-mail  : anraecprincipal@gmail.com,
"",Bangalore-56.,,,,
"","ASC Degree College,",,,,
"",,,,Ph. No : 080 – 23560499 / 23400272,
"","#3/10, Old No.A-3, 1st main Road, 6th Block,",,,,
31.,,2009,Pvt.,E-mail : nvr_murali@yahoo.com,"BCOM, BBA & BCA"
"","Rajajinagar Industrial Area,",,,,
"",,,,Web: www.asccollege.in,
"",Bangalore-560 044,,,,
"","Aurunodaya College,",,,,
"","#57, 80ft Road, Mariyappanapalya,",,,Ph. No : 080 – 23241455,
32.,,2013,Pvt.,,BCOM
"","Jananabharathi,",,,,
"",Bangalore-56,,,,
"","AVK Institute of Management,",,,,
"",,,,Ph. No. : 080 – 23480556/23480557,
"","No.69, BWSSB Colony, Pipeline Road,",,,,
"",,,,Fax: 080 - 23480558,
33.,"Chikkagollarahatti, Magadi Main Road,",2010,Pvt.,,MBA
"",,,,E-mail : info@avkedu.com,
"","Vishwaneedum Post,",,,,
"",,,,Web :www.avkedu.com/avk_nsvk.com,
"",Bangalore-560 091,,,,
"","B.E.L First Grade College,",,,Ph. No. : 080 – 22195737,
34.,"Jalahalli,",1994,Pvt.,E-mail : belfgc2011@yahoo.com,BCom & BBA
"",Bangalore-13,,,Web: www.beledu.org,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",,,,Ph. No. : 080 –25452832/25452302,
"","B.E.T College of Management and Science,",,,,
"",,,,Fax: 080 -  25421559,"BA – J, Psy, Eng;"
35.,"Dodda Banasawadi,",1997,Pvt.,,
"",,,,E-mail : info@betcollege.in,
"",Bangalore-43,,,,"Bcom, BCA  & BBA"
"",,,,Web: www.betcollege.in,
"","B.G.S. Shilpa Kala College,",,,,
"","Sri Adichunchanagiri Shikshana Trust,",,,,
"",,,,,BVA: TRADITIONAL SCULPTURE &
36.,"Thotagere, Hesargatta main, Road,",2013,Pvt.,,
"",,,,,TEMPLE  ARCHITECTURE
"","Dasanapura Hobli, Railway Gollahalli,",,,,
"",Bangalore North-562 123,,,,
"",,,,,"BA- H,E, Soc; H,E,Opt.K; Psy,E,Soc;"
"",,,,,"Psy,E,Opt. K: H, E, P; Soc, E, P; Psy,"
"",,,,,"J, opt. K ; Psy, J, Opt. E ; J,Women"
"",,,,Ph.No. : 080 – 26601836 / 26676729,"Studies, Opt.K; BA Vocational"
"","B.M.S. College for Women’s,",,,,
"",,,Pvt.-,Fax: 080 - 26676729,"Course, Principles & Practiceof"
37.,"Bugel Rock Road, Basavanagudi,",1964,,,
"",,,Aided,E-mail : principalbmscw@yahoo.com,"Insurance, E, Soc;"
"",Bangalore-4,,,,
"",,,,Web :ww.bmscollegeforwomen.ac.in,"BSc –P,C,M; P, M, Elecs; P, M, Cs;"
"",,,,,"C, B,Z; C B, BT; C, Z, MB;Psy,"
"",,,,,"B,Z;Voc.Course– BT, C, B;"
"",,,,,"BCom, BCA & BBA"
"",B.M.S. Evening College of Arts & Commerce,,,,
"",,,,,B.COM
38.,"Bugle Rock Road, Basavanagudi,",2013,Pvt.,,
"",,,,,"BA: H, E, P"
"",Bangalore-560 004,,,,
"",,,,,
"","B.T.L College,",,,Ph.No : 080-27833831 / 17832379 /,
"","No256, Bommasandra Industrial area,",,,27833055,
"",,,,,"BSc -M, P, CSc;"
39.,"Hosur Road,",1999,Pvt.,Fax: 080 - 27833831,
"",,,,,"BCom., & BBA"
"",Bangalore-158,,,E-mail : gg-dhar@rediffmail.com,
"",,,,Web: www.btl.trust.com,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",,,,,
"",,,,Ph.No. : 080 – 26710873 /26713243,
"","Baghirathi Bai Narayana Rao Mane College,",,,Fax: 080-26710881,"BA – H, E, Socio; Psy, E, Socio;"
"",,,Pvt.-,,
40.,"Banashanakari IInd Stage,",1974,,E-mail : srimaney@gmail.com,"BSc- Stat, M, Cs;"
"",,,Aided,,
"",Bangalore-70,,,Web: www.easyadmissions.com,"BCom., & BBA"
"",,,,,
"",,,,Ph. No. : 080 - 41523561/ 41523562,"BA- H, E, Opt. Eng;"
"","Baldwin Methodist College,",,,,
"",,,,Fax: 080 - 40953443,"BSc-P, C, M; P, M,Cs; M,Cs,"
41.,"No.14 Hosur Road, Richmond Town,",1995,Pvt.,,
"",,,,Email: bmc@baldwinmethodistcollege.com,Statitics;
"",Bangalore-25,,,,
"",,,,Web:www.baldwinmethodistcollege.com,"C,B,BT; BCom, BCA  & BBA"
"",,,,Ph.No : 080–22220246 / 22219732 /,
"",,,,22240097,
"","Baldwin Methodist Womens College,",,,Fax: 080 - 22130283,"BA.- (J, Opt. Eng, P),"
42.,"No.90, Hosur Road,",1995,Pvt.,E-mail : bwmc05@yahoo.co.in,"BSc- (FAD).,"
"",Bangalore-25,,,Web:baldwinwomensmethodistcollege.com.i,"BCom., BCA.,& BBA"
"",,,,n,
"",,,,,
"",,,,,"BA – J, Eng, Psy;"
"",,,,,"BSc- BC, Gen, BT; M, Stat, Csc; MB,"
"","Bangalore City College,",,,Ph.No : 080–25459956/25459958 /63/65,"BT, BC;  FAD;"
"","No.116, Cellakere Mainr Road, Banasawadi,",,,Fax: 080 -25459956,"BCA., BCom., BBA"
43.,,2000,Pvt.,,
"","Outer Ring Road, Kalayananagar Post,",,,E-mail : Bangalorecitycollege@yahoo.com,"MSc- BT, Bio- Chem, Appl.Gen,"
"",Bangalore-43,,,Web : www.bangalorecitycollege.org,"MB, BC,  C.Sc, Org.Chem, Phy,"
"",,,,,Elecs Sc;
"",,,,,"MBA, MSW, MFA  & MIB"
"","Bangalore Instiute of International Mngmt,",,,,
44.,,2009,Pvt.,,"BA – H,E,P & BCom"
"","No.76/6,Opp.RVCE, Mysore Road,",,,Ph.No. : 080 – 28605726/27,
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,,Phone / Fax / E-Mail / Web,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",Bangalore -60,,,Fax,: 080 – 28605979,
"",,,,E-mail  : info@bimsbangalore.com/,,
"",,,,,director@biimbangalore.com,
"",,,,Web,: www.biimbangalore.com,
"",,,,Ph.No. : 080 – 28601471,,
"","Bangalore Instiute of Management Studies,",,,Fax,: 080 - 28605979,
"",,,,,,"BBA, MBA &"
45.,"Opp.RVCE, Mysore Road,",2005,Pvt.,E-mail : info@bimsbangalore.com,,
"",,,,,,P. G. Dip in Japanese Mngt
"",Bangalore -60,,,,director@bimsbangalore.com,
"",,,,Web,: www.bims bangalore.com,
"","Bangalore Management College,",,,Ph. No : 080 – 65970044,,
46.,"No.76, NN Forum Road, Sanjayanagar,",2006,Pvt.,Fax,: 080 - 23547788,BBA & B.Com
"",Bangalore-94,,,E-Mail : shashi.clr@gmail.com,,
"","Bapu College of Management Studies,",,,,,
"","Thalaghattapura Post, Kanakapura Road,",,,,,"BA – H, E, P;"
47.,,2008,Pvt.,Ph. No.: 080 – 32965042,,
"","Uttarahalli Hobli,",,,,,BCom & BBA
"",Bangalore -62,,,,,
"","Bapu Degree College,",,,,,
"","No.500/A/32, 6th Main Road, Gokula 1st",,,Ph.No. : 080 – 22792890,,
48.,,2006,Pvt.,,,"BCom, BCA & BBA"
"","Stage, 4th Phase, Yeshwanthapura,",,,E-mail : bapu_group@rediffmail.com,,
"",Bangalore-22.,,,,,
"","Bapu Evening Degree College,",,,,,
"","#500/A/32, 531/42, 6th Main,",,,,,
49.,,2008,Pvt.,Ph.No. : 080 – 22792890,,BCom
"","Gokula Ist Stage, 4th Phase,",,,,,
"",Bangalore -22,,,,,
"","Basaveshwara College of Arts, Sc &",,,,,"BA -  H, E, P;"
"",,,Pvt.-,,,
50.,"Commerce 2nd Block, Rajajinagar,",1982,,Ph.No. : 080 - 23324500,,"BSc- P,M, Elecs ; M, Elecs,"
"",,,Aided,,,
"",Bangalore-10,,,,,"Cs;P,M,Cs;"
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,,Phone / Fax / E-Mail / Web,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",,,,Fax,: 080 – 23324500,"BCom, BBA, & PG Dip –"
"",,,,E-mail :principalbfgc@yahoo.com,,E-Commerce & Insurance
"",,,,Web :www.basaveshwaracollege.org,,
"",,,,,,
"","Basaveshwara Degree College,",,,,,
"",,,,Ph.No. : 080 – 23402185,,
51.,"14th Main, Vijaynagar,",2002,Pvt.,,,"BA- H, E, P; H, E, Socio; & BCom"
"",,,,E-mail : principalanmg.8@gmail.com,,
"",Bangalore-40,,,,,
"",,,,,,
"","BATS Business School,",,,,,
52.,"#66B, 13th Crs, 2nd Mn, 2nd Phase, JP Nagar,",2013,Pvt.,,,"BCom, BCA & BBA"
"",Bangalore-560 078,,,,,
"","BBAP First Grade College,",,,,,
"","Cleev Land Town, Near Ashok Talkies,",,,,,
53.,,2012,BBAP,,,"BA- H, E, P; H, E, Socio; & BCom"
"","Frazer Town,",,,,,
"",Bangalore-560 005.,,,,,
"","BBAP First Grade College,",,,,,
"",,,,,,
"","Ist Cross, Magadi Road, Opp. to",,,,,
54.,,2012,BBAP,,,"BA- H, E, P; H, E, Geog; & BCom"
"","Venkateshwara Textiles,",,,,,
"",,,,,,
"",Bangalore-560 023,,,,,
"","BBAP First Grade College,",,,,,
"",,,,,,"BA- H, E, P; & BCom"
55.,"Kasturaba Nagar, Mysore Road,",2011,BBAP,,,
"",,,,,,
"",Bangalore-560 026,,,,,
"","BBAP First Grade College,",,,,,
"","Opp. to BBAP Maternity Ward, #127,",,,,,
56.,,2012,BBAP,,,"BA- H, E, P; & BCom"
"","Byraveshwaranagar,",,,,,
"",Bangalore-560 072,,,,,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",,,,,
"",,,,,"BA-H, E,P; H, E, Socio; H, E, Opt. K;"
"",,,,Ph.No. : 080 - 26637295,
"","BES College,",,,,"J,Psy, Opt. Eng;"
"",,,Pvt.-,Fax: 080 - 26637295,
57.,"16th Main Road,4th block, Jayanagar,",1972,,,"BSc-P,C,M; M, Stat,  E; M, Stat, Cs;"
"",,,Aided,E-mail : besdded@yahoo.co.in,
"",Bangalore-11,,,,
"",,,,Web: www.besinstitutions.org,"C, Z, BT; BCom, BCA, & BBA"
"",,,,,
"",,,,,
"","BET Sadathunnisa Degree College,",,,Ph.No. : 080 – 41466334 / 26688154,
"","Bismillah Nagar, Bannerghatta Road,",,,Fax: 080 - 41466336,
58.,,1998,Pvt.,,"BA –H, E, P;  & BCom"
"","Jayanagar,",,,E-mail : bismillahtrust@yahoo.com,
"",Bangalore-29,,,Web: betinstitutions.org,
"","Bharath Matha Womens College,",,,,
"","Hanumanthanagara,",,,Ph.No. : 080 – 26672836,"BA-H, E, P; H, E,Opt. K;H, E, Socio;"
59.,,1998,Pvt.,,
"",Bangalore-19,,,E-mail : Bharathamatha.edusoc@gmail.com,"BCom., & BBA"
"",,,,,
"",,,,Ph.No. : 080 – 23301184,
"","Bharatheeya Samskrithi Vidhya Peeta,",,,,
"",,,Pvt.-,Fax: 080-23380816,"BA- H, E, Socio; H,E,P;"
60.,"Vijayanagar,",1980,,,
"",,,Aided,E-mail : pu_latha@yahoo.com,"H,Socio,P;Socio, E, P; P, Socio, J;"
"",Bangalore-40,,,,
"",,,,Web: bsvwomenscollege.org,"BCom., BCA., & BBA"
"","Bharatiya Vidya Foundation College,",,,Ph.No. : 080 – 22484302,
"",,,,,"BA –Jour, E, Psy;"
"","IBMR House, 44, 6th Cross, Wilson Garden,",,,Fax: 080 – 41206855,
61.,,2007,Pvt.,,"BCom., BCA.,  BBA., & PG Dip in"
"","6th Cross, Hosur Main Road,",,,E-mail : dean@ibmr.in,
"",,,,,Bus.Adm;  MM; HRM
"",Bangalore -27,,,Web: www.ibmr.in,
"",Bishop Cotton Academy of Professional,,,,
"",,,,Ph.No: 080-28566099/399/65620880/,
62.,"Mgmt,",2009,Pvt.,,"BCom, BCA, & BBA"
"",,,,4203314,
"","23/C Sector A, Yelahanka New Town,",,,,
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,,Phone / Fax / E-Mail / Web,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",Bangalore -64,,,Fax,: 080 – 28566599,
"",,,,E-mail : info@bcapm.org,,
"",,,,Web,: www.bcapm.org,
"",,,,,,"BA-H,E,Soc; H, E,Opt. E; H, Soc,"
"",,,,Ph.No: 080– 22212933 / 22129880 /,,"Psy ; H, Soc, Eng. Lit;  Soc, Psy,"
"","Bishop Cotton Women College,",,,22229011,,"Opt.E; E, Soc, Psy;  Hs, E,Psy; H, E,"
63.,"Field Marshal Kariyappa Road,",1987,Pvt.,Fax,: 080 – 22100512,"P; Soc,E,Cs; J,Eng, Psy; S, Psy, Eng"
"",Bangalore-25,,,E-mail : bcwcc123@gmail.com,,Lit.;
"",,,,Web,: www.bcwcc.org,"BSc–M,Stat,E; M, Stat,Cs;  HS, Psy,"
"",,,,,,"Cs; BT,C, B; P,M,Cs;BCom,BCA,BBA"
"","BMA College of Arts, Science & Commerce,",,,,,
"","No.29/3, Siddareddy Layout, Outer ring",,,,,
64.,,2011,Pvt.,,,"BCom., BCA., & BBA"
"","Road, Doddanekkundi Cross,",,,,,
"",Bangalore-560 037,,,,,
"",,,,Ph.No. : 080- 23195140,,
"","BNES College,",,,Fax,: 080- 23496439,
65.,"9/6, 3rd Cross, Mahalakshmi Layout,",2008,Pvt.,E-mail : krishmanchale@yahoo.com,,"BCom., BCA., & BBA"
"",Bangalore -86,,,/bnescollege@rediffmail.com,,
"",,,,,,
"","Brilliant College,",,,Ph.No. : 080 – 26664573,,
"","No.510, Yalachenahalli, Kanakapura Main",,,Fax,: 080 - 26666773,
66.,,,,,,BCom  & BBA
"","Road, Behind Corporation Buidling,",2007,Pvt.,E-mail  : ramulya17@gmail.com,,
"",Bangalore-78,,,Web,: www.brilliantscollege.com,
"",,,,,,
"","Brindavan College,",,,,,
"",,,,Ph.No. : 080 – 43317716,,"BSc - P,M, Elecs; P,M,Cs;"
"","2nd Cross, RMV Ext, Bhoopsandra II stage,",,,"M,Stat,Cs; C,Z,MB; C, Z, BT; BC, Fax",: 080 – 23417832,
67.,Bangalore-94,1993,Pvt.,,,"MB, Gen; C,MB,Gen;"
"",,,,E-mail : info@brindavancollege.com,,
"",(MBA/MCA/MCOM courses are,,,,,"BCom,  BCA, BBA, MSc - MB,BT,"
"",,,,Web,: www.brindavancollege.com,
"",dwarakanagar campus),,,,,Appl.Gen;
"",,,,,,MCA  & MBA
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","Brite Institute of Management & Science,",,,,
"","#69, BWSSB Colony, Pipeline Road,",,,,
68.,,2011,Pvt.,,BCom  & BBA
"","Vishwaneedum Post, Chikkagollarahatti,",,,,
"","Magadi Road, Bangalore -91",,,,
"",,,,,
"",,,,Ph.No : 080 – 26679434,
"","BSV  Degree College,",,,,
"",,,,E-Mail : sarvothamafgc@gmail.com,
